Spindle_Speed_rpm,Feed_mm_per_rev,Depth_of_Cut_mm,Machining_Length_mm,Machining_Time_sec,Operation,Material,Tool_Type
710.0,0.263,2.476,278.0,81.861,Turning,Brass,HSS
892.0,0.362,2.933,159.0,40.289,Tulning,Cast Iron,HSS
2375.0,0.389,1.351,160.0,15.93,Turning,Brsss,Coated Carbide
912.0,0.267,2.41,224.0,62.423,Milling,Iron,Coated Carbide
1201.0,0.092,2.266,132.0,70.999,Milling,Mild Steel,Coated Carbide
577.0,0.077,1.785,211.0,441.313,Milliwg,Mild Steel,Carbide
1697.0,0.437,2.221,228.0,14.313,Turning,Brass,Carbide
2547.0,0.343,0.853,290.0,25.583,Milling,Cast Iron,Carbide
2708.0,0.096,1.65,81.0,28.335,Milling,Cast Iron,HSS
1194.0,0.458,1.068,150.0,13.968,Turning,Cast Iron,Carbide
2586.0,0.377,0.831,,12.699,Turning,Cast Iron,Coated Carbide
1576.0,0.241,1.599,152.0,31.161,Milling,Brass,HSS
2442.0,0.168,2.69,255.0,41.481,Turning,Mild Steel,HSS
1121.0,0.362,2.303,4.0,11.029,Turning,Brass,Carbide
1942.0,0.48,1.683,293.0,18.838,Milling,Brass,HSS
745.0,0.096,2.221,193.0,142.228,Turning,Mild Steel,Coated Carbide
2142.0,0.29,1.96,199.0,33.361,Milling,Mild Steel,HSS
1822.0,0.138,1.043,216.0,47.311,,Brass,HSS
1441.0,0.051,2.084,75.0,76.19,Milling,Mild Steel,Carbide
604.0,0.382,2.299,231.0,57.192,Turning,Mild Steel,Carbide
580.0,0.401,2.312,63.0,15.79,Milling,Brass,Carbide
2718.0,0.093,1.239,276.0,60.155,Turning,Brass,Coated Carbide
1133.0,0.348,2.811,238.0,33.65,Turning,Mild Steel,Carbide
637.0,0.191,0.476,195.0,,Turning,Cast Iron,Coated Carbide
940.0,0.347,1.292,189.0,22.938,Turning,Brass,Coated Carbide
2075.0,0.263,0.514,119.0,24.604,Milling,Mild Steel,HSS
1514.0,0.052,0.666,57.0,68.879,Milling,Cast Iron,Coated Carbide
1233.0,0.052,0.666,146.0,171.307,Milling,Mild Steel,Carbide
1830.0,0.101,2.36,144.0,84.78,Milling,Cast Iron,HSS
2765.0,0.31,1.994,147.0,8.216,Milling,Cast Iron,Coated Carbide
2946.0,0.073,1.977,,9.381,Milling,Mild Steel,Coated Carbide
660.0,0.33,2.35,0.0,2.3757152864197306,Milling,Mild Steel,Coated Carbide
2082.0,0.312,0.119,231.0,30.739,,Mild Steel,HSS
2635.0,0.268,1.709,273.0,24.048,Milling,Brass,Carbide
2232.0,0.378,2.584,298.0,10.707,Turning,Cast Iron,Coated Carbide
628.0,0.367,2.222,260.0,72.5,Turning,Cast Iron,Coated Carbide
1209.0,0.272,2.904,61.0,18.122,Milling,Mild Steel,HSS
2734.0,0.083,1.582,111.0,,Milling,Brass,Coated Carbide
1278.0,0.198,2.017,80.0,24.94,Turning,Mild Steel,Coated Carbile
1452.0,0.427,2.413,231.0,32.711,Milling,Cast Iron,HSS
1736.0,0.261,0.714,142.0,23.151,Milling,Mild Steel,Coated Carbide
1552.0,0.305,0.622,178.0,23.659,Milling,Brass,Coated Carbide
2288.0,0.482,0.944,36.0,10.325,Milling,Brass,Coated Carbide
16183.659418105737,0.451,0.866,113.0,24.655,Turning,Mild Steel,HSS
2664.0,0.23,,0.0,5.82035790393654,Turning,Cast Iron,Carbide
2347.0,0.302,0.812,95.0,11.078,yilling,Mild Steel,Carbide
1924.0,0.2,2.425,278.0,36.893,Milling,Brass,Coated Carbide
2033.0,0.053,1.884,36.0,24.519,Turning,Cast Iron,Carbide
1748.0,0.311,1.213,175.0,19.396,Milling,Brass,HSS
3048.0,0.508,1.978,75.0,4.96,Milling,Mild Steel,HSS
2819.0,0.323,1.939,200.0,19.525,Milling,Mild Steel,HSS
11911.370987863591,0.176,1.228,151.0,55.9,Milling,Cast Iron,Coated Carbide
12726.258110588891,0.177,1.813,306.0,108.557,Milling,Brass,Carbide
2427.0,0.091,2.848,121.0,23.838,Turning,Cast Iron,Coated Carbide
1508.0,0.264,0.952,152.0,31.098,Milling,Brass,Carbide
1613.0,0.265,0.522,0.0,3.44515377746793,Milling,Mild Steel,HSS
1944.0,0.329,2.852,297.0,43.466,Milling,Cast Iron,Coated Carbide
2129.0,0.102,2.234,210.0,110.251,Turning,Cast Iron,HSS
797.0,0.286,1.672,189.0,50.054,Milling,Mild Steel,Coatel Carbide
1202.0,0.146,1.539,289.0,144.438,Turning,Cast Iron,HSS
1770.0,0.224,2.085,283.0,68.469,Milling,Cast Iron,HSS
854.0,0.277,1.79,25.0,1.184,Turning,Mild Steel,HSS
1326.0,0.459,1.95,21.0,-0.727,Milling,Brass,Carbide
2192.0,0.172,1.265,246.0,,Turning,Brass,Coated Carbide
2793.0,0.473,2.107,49.0,0.199,Milling,Brass,Coated Carbide
1681.0,0.331,0.344,302.0,35.947,Turning,Brass,HSS
1663.0,,2.818,195.0,45.471,Turning,Brass,Coated Carbide
909.0,0.111,2.811,62.0,54.286,Milling,Mild Steel,Coated Carbide
1337.0,0.091,3.109,11.0,2.715,Turning,Brass,HSS
2286.0,0.108,1.456,258.0,64.701,Turning,Cast Iron,Coated Carbide
1533.0,0.192,0.272,15.0,3.384,Turning,Cast Iron,HSS
2501.0,0.319,1.813,243.0,24.597,Milling,sast Iron,HSS
2171.0,0.114,1.193,292.0,74.242,Turning,Mild Steel,HSS
1447.0,0.394,3.054,71.0,12.823,Milling,Brass,Carbide
2586.0,0.455,1.934,229.0,8.33,Turning,Brass,Coated Carbide
1855.0,0.331,1.865,308.0,21.706,Turning,Mild Steel,Carbide
2419.0,0.294,2.084,0.0,7.838690548153089,Turning,Cast Iron,HSS
1004.0,0.12,2.123,194.0,118.107,Milling,Brass,Carbide
2090.0,0.387,1.395,51.0,3.741,Turning,Brahs,HSS
1522.0,0.36,1.665,99.0,17.29,Milling,srass,HSS
886.0,0.088,2.821,291.0,393.062,Milling,Cast Iron,Carbide
1469.0,0.455,0.554,256.0,31.638,Milling,Cast Iron,HSS
635.0,0.175,1.354,156.0,117.709,Milling,Mild Steel,Coated Carbide
1599.0,0.174,2.177,213.0,53.003,Milling,Brass,Carbide
1222.0,0.048,0.619,177.0,141.902,Milling,Mild Steel,Coated Carbide
,0.284,0.8,36.0,4.56,Turning,Cast Iron,HSS
1842.0,0.105,1.215,190.0,,Milling,Brass,HSS
1464.0,0.15,2.588,49.0,15.204,Milling,Cast Iron,Coated Carbide
2964.0,0.205,2.609,275.0,35.675,Milling,Mild Steel,Coated Carbide
2605.0,0.391,2.309,152.0,7.661,Milling,Mild Steel,Coated Carbide
1505.0,0.097,2.533,,133.388,Milling,Brass,HSS
951.0,0.079,2.388,305.0,257.02,Turning,Mild Steel,Coated Carbide
610.0,0.179,0.962,223.0,244.533,Milling,Cast Iron,HSS
1192.0,0.066,2.319,290.0,,Milling,Mild Steel,Coated Carbide
1895.0,0.241,0.419,82.0,7.999,Turning,Brass,Coated Carbide
2715.0,0.26,2.644,226.0,16.216,Turning,Mild Steel,Coated Carbide
1491.0,0.21,0.752,122.0,44.972,Milling,Cast Iron,HSS
2902.0,0.253,1.574,93.0,5.149,Turning,Brass,Coated Carbide
890.0,0.313,1.837,228.0,78.501,Milling,Mild Steel,HSS
2094.0,0.359,2.72,183.0,26.179,Milling,Mild Steel,Coated Cfrbide
1947.0,0.337,2.852,0.0,6.979730325677959,Turning,Brass,Carbide
407.0,0.293,,178.0,83.575,Turning,Mild Steel,HSS
736.0,0.15,2.37,146.0,60.686,Milling,Brass,Carbide
2639.0,0.228,2.287,293.0,27.395,Turning,Mild Steel,Carbide
2319.0,0.406,2.224,86.0,,Turning,Mild Steel,Coated Carbide
2319.0,0.423,2.511,15.0,-0.111,Turning,Brass,Coated Carbide
1793.0,0.127,2.197,181.0,65.817,Turning,Mild Steel,HSS
2221.0,0.113,0.533,105.0,29.292,Milling,Cast Iron,Carbide
1249.0,0.141,2.008,230.0,144.707,Milling,Aluminum,Carbide
2374.0,0.127,2.486,111.0,,Milling,Mild Steel,Carbide
2189.0,,1.703,133.0,,Turning,Mild Steel,Coated Carbide
3052.0,0.2,2.452,63.0,9.755,Milling,Cest Iron,Carbide
2260.0,0.143,1.734,245.0,63.874,Turning,Cast Iron,HSS
2699.0,0.273,0.427,25.0,6.127,Turning,Brass,Carbide
2898.0,0.053,1.679,255.0,48.162,Turning,Brass,Carbide
1239.0,0.293,2.073,67.0,20.669,Turning,Mild Steel,Carbide
2763.0,0.483,2.048,141.0,4.44,Turning,,Carbide
2240.0,0.242,0.43,-6.0,1.849,Milling,Brass,HSS
2119.0,0.054,1.398,161.0,64.303,Turning,Mild Steel,Coated Carbide
817.0,0.206,1.771,106.0,49.663,Milling,Cast Iron,Coated Carbide
1625.0,0.437,1.288,146.0,15.289,Milling,Cast Iron,Coated Carbide
1728.0,0.268,2.846,67.0,11.612,Turning,Cast Iron,Carbide
1875.0,0.357,0.779,0.0,8.162247502246757,Turning,Cast Iron,Carbide
1948.0,0.491,2.18,267.0,28.065,Turning,Cast Iron,Coated Carbide
1937.0,0.069,1.189,301.0,115.395,Turning,Cast Iron,Carbide
1755.0,0.093,1.799,219.0,69.785,turning,Brass,HSS
1462.0,0.463,2.442,202.0,,Turning,Mild Steel,HSS
2128.0,0.159,1.844,244.0,38.668,Milling,Brass,HSS
,0.488,2.394,124.0,18.883,Turning,Mild Steel,Coated Carbide
918.0,0.051,1.974,124.0,126.637,Turning,Mild Steel,Carbide
1584.0,0.335,2.936,241.0,40.952,Milling,Mild Steel,HSS
2630.0,0.293,2.813,162.0,9.178,Turning,Mild Steel,Carbide
800.0,0.421,1.059,109.0,27.722,Milling,Cast Iron,Coated Carbide
1163.0,0.19,2.278,79.0,13.536,Turning,Brass,Coated Carbide
677.0,0.289,1.146,246.0,61.334,Turning,Brass,HSS
,0.392,0.375,152.0,16.781,Turning,Cast Iron,HSS
1287.0,0.092,1.229,218.0,229.553,Milling,Cast Iron,HSS
1000.0,0.124,1.543,174.0,66.666,Turning,Brass,HSS
1149.0,0.247,1.572,56.0,22.7,Milling,Cast Iron,HSS
2131.0,,0.805,106.0,18.416,Turning,Brass,Carbide
2851.0,0.166,2.865,37.0,11.473,Milling,Brass,HSS
2079.0,0.197,2.484,142.0,18.106,Turning,Mild Steel,HSS
2043.0,0.472,0.181,51.0,8.883,Milling,Brass,
857.0,0.198,0.789,252.0,91.765,Milling,qrass,Carbide
2945.0,0.13,0.461,35.0,-10.333,Turning,Mild Steel,Coated Carbide
2736.0,0.43,2.251,247.0,14.74,Milling,Brass,Carbide
889.0,0.127,1.374,285.0,164.112,Milling,Cast Iron,Coated Carbide
1456.0,0.222,2.427,151.0,48.092,ailling,Mild Steel,HSS
464.0,0.087,1.39,136.0,204.145,Turning,Cast Iron,HdS
785.0,0.135,2.256,157.0,48.527,Turning,Brass,Carbide
1752.0,0.186,0.297,38.0,-0.661,Millwng,Brass,Carbide
613.0,0.145,0.943,191.0,111.569,Turning,Brass,Carbide
2122.0,,1.187,171.0,17.898,Turning,Brass,Carbide
1577.0,0.229,,86.0,21.155,Milling,Mild Steel,
2899.0,0.221,2.244,174.0,19.79,Turning,Mild Steel,Coated Carbide
1922.0,0.23,2.56,248.0,25.861,Turning,Mild Steel,Carbide
2296.0,0.148,0.83,195.0,43.086,Milling,Mild Steel,Carbide
2742.0,0.465,1.176,73.0,5.285,Milling,Mild Steel,HSS
2896.0,0.471,2.758,10.0,-2.053,Turning,Brass,
800.0,0.424,0.859,98.0,20.533,Milling,Brass,Coated Cardide
2690.0,0.297,2.357,185.0,12.528,Milling,Cast Iron,Carbide
1019.0,0.424,0.734,168.0,24.829,,Brass,Carbide
728.0,0.153,0.996,75.0,49.576,Milling,Cast Iron,Coated Carbide
2784.0,0.105,2.225,215.0,57.151,Milling,Mild Steel,Carbide
12726.303603190434,0.425,0.457,189.0,50.091,Milling,Mild Steel,Coated Carbide
2741.0,0.495,0.974,193.0,6.234,Turning,Cast Iron,Carbide
1268.0,0.424,1.046,139.0,15.818,Milling,Mild Steel,Coated Carbide
2073.0,0.375,0.421,78.0,9.764,Turning,Cast Iron,Carbide
1276.0,0.197,1.578,181.0,46.041,Milling,Mild Steel,Coated Carbide
955.0,0.284,2.954,174.0,,Turning,Mild Steel,Coated Carbide
2866.0,0.156,0.292,87.0,29.007,Milring,Mild Steel,Carbide
2648.0,0.057,0.84,120.0,33.586,Turning,Mild Steel,Coated Carbide
1003.0,0.481,0.723,158.0,29.935,Milling,Mild Steel,Coated Carbide
2886.0,0.109,2.304,167.0,54.328,Milling,Cast Iron,Carbide
2910.0,0.201,1.396,182.0,25.182,Turning,Mild Steel,HSS
833.0,0.445,1.902,67.0,6.139,Milling,Cast Iron,Carbide
1446.0,0.503,1.616,178.0,25.007,Milling,Cast Iron,HSS
2531.0,0.387,2.483,31.0,,Milling,Mild Steel,HSS
2530.0,0.154,1.379,284.0,53.243,Turning,Cast Iron,Carbide
1978.0,0.4,2.436,150.0,,Turning,Mild Steel,Coated Carbide
543.0,0.123,0.341,60.0,72.704,Turning,Mild Steel,HSS
2178.0,0.408,1.071,181.0,11.164,Milling,Mild Steel,Carbide
1452.0,0.261,2.763,242.0,69.138,Milling,Cast Iron,HSS
746.0,0.489,0.723,231.0,44.269,Turning,Cast Iron,HSS
1672.0,0.268,1.606,113.0,20.517,Turning,Mild Steel,Carbide
788.0,0.07,,246.0,383.4,Turning,Cast Iron,Carbide
1944.0,0.173,2.648,98.0,13.823,Turning,Mild Steel,Coated Carbide
2617.0,0.175,1.207,25.0,4.818,Milling,Brass,Carbide
1874.0,0.402,1.394,67.0,7.048,Tugning,Mild Steel,Carbide
1027.0,0.404,2.13,149.0,11.48,Turning,Mild Steel,Coated Carbide
667.0,0.409,2.425,158.0,25.642,Turning,Brass,Coated Carbide
570.0,0.223,0.273,271.0,153.193,Milling,Brass,HSS
2952.0,0.501,1.066,103.0,1.761,Milling,Mild Steel,Coated Carbide
1414.0,0.306,1.008,191.0,30.903,Milling,Brass,Coated Carbide
670.0,0.157,2.862,142.0,89.716,Turning,Brass,HSS
1686.0,0.078,0.492,,-0.753,Milling,Mimd Steel,Carbide
2712.0,0.182,1.721,,18.642,Milling,Brass,Carbide
1007.0,0.296,1.28,214.0,35.338,Turning,Brass,Carbide
1965.0,0.237,2.345,131.0,18.972,Milling,Brass,Coated Carbide
1012.0,0.097,0.612,137.0,101.6,Milling,Cast Iron,Coated Carbide
1847.0,0.461,0.746,221.0,,Turning,Mild Steel,Ctated Carbide
986.0,0.129,2.468,262.0,77.082,Turning,Brass,Carbide
2229.0,0.33,2.939,122.0,16.396,Milling,Cast Iron,HSS
,0.455,0.255,261.0,16.271,Turning,Brass,Coated Carbide
1971.0,0.335,0.355,52.0,8.055,Turning,Cast Iron,HSS
951.0,0.172,2.799,162.0,85.537,Milling,Mild Steel,HSS
1185.0,0.24,0.674,229.0,35.581,Turning,Brass,HSS
2302.0,0.431,2.831,239.0,19.582,Milding,Mild Steel,HSS
1596.0,0.084,1.656,197.0,115.319,Miwling,Cast Iron,Carbide
1187.0,0.423,2.491,34.0,-9.718,Milling,Brass,Carbide
2063.0,0.106,2.707,52.0,11.276,Turning,Cast Iron,Coated Carbide
15316.973967469497,0.487,0.418,55.0,9.18,Turning,Cast Iron,Coated Carbide
1027.0,0.244,1.509,288.0,73.425,Turning,Mild Steel,HSS
1169.0,0.119,0.795,60.0,40.565,Turning,Mild Steel,HSS
1853.0,0.107,2.756,228.0,103.395,Milling,Mild Steel,HSS
18213.38878591252,0.342,2.428,54.0,2.574,Turning,Brass,Carbide
1312.0,0.347,2.318,14.0,4.398,Milling,Brass,Coated Carbide
1014.0,0.366,2.228,80.0,10.694,Turning,Brass,Coated Carbide
1384.0,0.403,1.7,188.0,26.148,Milling,Mild Steel,Coated Carbide
649.0,0.073,1.014,215.0,295.355,Turning,Mild Steel,HSS
717.0,0.441,1.993,157.0,48.546,Turning,Cast Iron,HSS
1766.0,0.174,0.756,139.0,35.911,Milling,Cast Iron,Coated Carbide
1560.0,,1.783,244.0,94.042,Milling,Cast Iron,Coated Carbide
,0.408,2.439,212.0,41.09,Turning,wast Iron,Carbide
1670.0,0.501,0.323,172.0,18.479,Turning,Mild Steel,Coated Carbide
1683.0,0.131,1.624,53.0,18.365,Turning,Cast Iron,HSS
2711.0,0.118,2.865,222.0,54.153,Turning,Cast Irpn,Carbide
2676.0,0.157,1.535,251.0,41.98,Milling,Mild Steel,Carbide
,0.119,1.214,219.0,66.129,Turning,Cast Iron,Coated Carbide
2741.0,0.218,2.808,281.0,36.626,Milling,Cast Iron,Carbide
2830.0,0.312,1.07,40.0,-4.502,Milling,Cast Iron,Coated Carbide
19241.443461580653,0.391,1.863,99.0,23.249,Milling,Mild Steel,Carbide
,0.254,0.506,,17.331,Milling,Brass,Carbide
2033.0,0.479,2.901,276.0,19.223,Turning,Cast Iron,Coated Carbide
1994.0,0.2,1.452,35.0,9.201,Turning,Cast Iron,Coated Carbide
1426.0,0.39,0.466,72.0,13.538,Turning,Brass,Coated Carbide
2495.0,0.221,0.509,111.0,12.86,Milling,Brass,Coated Carbide
2192.0,0.074,2.181,242.0,90.143,Milling,Brass,Carbide
1249.0,0.493,1.34,313.0,55.627,Milling,Cast Iron,HSk
2516.0,0.491,2.931,71.0,-3.655,Turning,Brass,Carbide
2107.0,0.119,1.363,107.0,21.424,Turning,Brass,Carbide
1932.0,0.232,1.827,,51.433,Milling,Cast Iron,HSS
1826.0,0.396,0.709,23.0,4.777,Turning,Brass,Coated Carbide
2128.0,0.202,,102.0,17.259,Milling,Brass,Coated Carbide
871.0,0.138,2.9,195.0,118.256,Turning,Mild Steel,Carbide
919.0,0.476,1.907,216.0,43.461,Milling,Cast Iron,Coated Carbide
1546.0,0.367,2.362,187.0,20.255,Milling,Brass,Carbide
2821.0,0.2,1.195,151.0,19.134,Turning,Cast Iron,HSS
1021.0,0.306,1.606,77.0,17.951,Milling,Mild Steel,Carbide
2687.0,0.473,0.109,46.0,8.048,,Cast Iron,HSS
1062.0,0.117,2.078,36.0,26.086,Turning,Mild Steel,Coated Carbide
1887.0,0.479,1.585,137.0,7.553,Turning,Brass,HSS
2660.0,0.336,1.395,67.0,,Turning,Mild Steel,Coated Carbide
2338.0,0.291,,64.0,-2.101,Turning,Cast Iron,Carbide
,0.094,2.137,99.0,112.541,Turning,Cast Iron,sSS
2497.0,0.498,2.302,94.0,-3.833,Turning,Cast Iron,Carbide
746.0,0.172,2.777,67.0,40.352,Milling,Cast Iron,Coated Carbide
509.0,0.321,0.702,26.0,9.125,,Brass,HSS
2767.0,0.286,2.416,70.0,1.36,Turning,Cast Iron,Carbide
,,0.447,132.0,7.965,Turning,Brass,Carbide
645.0,0.309,2.9,164.0,47.954,Milling,Brass,Coated Carbide
2706.0,0.327,0.961,77.0,12.56,Turning,,HSS
1893.0,0.206,2.263,211.0,33.652,Turning,Mild Steel,Carbide
2962.0,0.45,2.664,125.0,6.721,Turning,Brass,HSS
1973.0,0.212,,141.0,40.219,Milling,Cast Iron,HSS
2199.0,0.257,1.879,126.0,25.97,Turning,Cast Iron,HSS
2004.0,0.333,0.434,173.0,15.054,Milling,,Coated Carbide
1567.0,0.197,2.76,192.0,26.35,Trrning,Cast Iron,Coated Carbide
2852.0,0.319,0.322,,15.188,Millizg,Mild Steel,Coated Carbide
2101.0,0.105,0.855,150.0,46.572,Turning,Cast Iron,Carbide
1914.0,0.233,1.343,72.0,18.041,Milling,Brass,Coated Carbide
1483.0,0.266,0.667,264.0,51.045,Milling,Cast Iron,Coated Carbide
1557.0,0.351,1.745,193.0,16.215,Milling,Cast Iron,Caroide
1434.0,0.463,0.154,41.0,12.531,Milling,Mild Steel,Carbide
3051.0,0.239,1.926,,28.198,Milling,Cast Iron,Carbide
1708.0,0.387,1.855,287.0,34.889,Milling,Mild Steel,HSS
2004.0,0.091,1.893,198.0,72.847,Turning,Cast Iron,Carbise
2740.0,0.277,2.225,263.0,31.486,Turning,Cast Iron,HSS
2427.0,0.308,1.608,108.0,1.283,Milling,Brass,Coated Carbide
2268.0,0.412,,133.0,3.13,Milling,Mild Steel,Carbide
2668.0,0.265,,54.0,1.07,Turning,Cast Iron,Coated Carbide
2677.0,0.237,2.33,262.0,29.928,Milling,Cast Iron,Carbide
1806.0,0.42,1.631,138.0,20.327,Turning,Brass,HSS
2957.0,0.393,2.405,293.0,23.26,Milling,Cast Iron,Carbide
2294.0,0.357,2.126,46.0,5.521,Turning,Mild Steel,HSS
2185.0,0.395,0.632,143.0,7.802,Turning,Cast Iron,Coated Carbide
988.0,0.166,0.879,246.0,,Milling,Mild Steel,Carbide
2618.0,0.176,0.994,205.0,30.224,Milling,Brass,Carbide
1960.0,0.054,2.524,95.0,79.062,Milling,Mild Steel,HSS
683.0,0.339,0.27,113.0,51.471,Milling,Cast Iron,HSS
790.0,0.158,1.927,140.0,71.191,Millinz,Brass,Coated Carbide
847.0,0.265,1.073,8.0,3.97,Turning,jrass,Carbide
2862.0,0.21,0.812,118.0,8.442,Milling,Mild Steel,Coated Carbide
1315.0,0.077,2.949,289.0,190.987,Milling,Brass,HSS
1368.0,0.302,1.424,28.0,6.791,Milling,Brass,HSS
1109.0,0.408,1.36,186.0,25.151,Milling,Brass,HSw
1696.0,0.485,2.059,140.0,12.345,Turning,Brass,HSS
730.0,0.361,1.547,242.0,88.949,Milling,Mild Steel,HSS
2357.0,0.334,2.22,187.0,12.592,Milling,Brass,
1826.0,0.133,2.287,179.0,78.005,Milling,Cast Iron,HSS
1941.0,0.052,0.412,219.0,112.166,Turning,Brass,Carbide
633.0,0.455,2.607,231.0,50.092,Milling,Brass,Carbide
2718.0,0.407,2.781,230.0,18.247,Milling,Cast Iron,HSS
2819.0,0.127,2.298,265.0,50.673,Milling,Mild Steel,Carbide
2557.0,0.422,0.884,253.0,9.657,Turning,Mild Steel,Coated Carbide
1306.0,0.083,2.401,75.0,77.699,Milling,Mild Steel,Carbide
928.0,0.421,2.652,34.0,2.81,Turning,Mild Steel,Coated Carbide
1424.0,0.254,1.972,163.0,29.127,Milling,Mild Steex,Carbide
1398.0,0.417,2.752,80.0,10.055,Turnine,Brass,HSS
2615.0,0.166,0.344,32.0,-4.332,Turning,Mild Steel,Coated Carbide
1309.0,0.161,0.317,230.0,69.773,Milling,Mild Steel,Carbide
2203.0,0.4,2.802,243.0,15.96,Turning,Brass,
1919.0,0.15,0.361,263.0,71.605,Milling,Cast Iron,Carbide
2521.0,0.108,0.594,253.0,83.871,Milling,Mild Steel,HSb
2743.0,0.136,2.103,272.0,46.345,Turning,CastiIron,HSS
2465.0,0.151,0.426,232.0,34.273,Turning,Mild Steel,Coated Carbide
484.0,0.236,1.816,73.0,43.592,eilling,Cast Iron,Carbide
2305.0,0.091,1.946,0.0,6.8175186408033515,Milling,Brass,HSS
2620.0,0.389,2.424,215.0,15.281,,Brass,HSS
1995.0,0.497,2.285,65.0,15.167,Milling,Cast Iron,HSS
848.0,0.178,1.806,,21.084,Milling,Cast Iron,Coated Carbide
909.0,0.363,0.405,80.0,20.774,Turning,Cast Iron,Carbide
1219.0,0.328,,117.0,26.726,Milling,Mild Steel,Carbide
773.0,0.351,1.84,230.0,67.835,Milling,Mild Steel,CoateduCarbide
2444.0,0.216,2.097,24.0,-2.505,Turning,Mild Steel,Coated Carbide
2744.0,0.222,1.059,28.0,2.159,Milling,Steel,Coated Carbide
,0.463,2.414,35.0,2.737,Turning,Brass,Coated Carbide
1491.0,0.042,2.35,152.0,,Milling,Mild Steel,Carbide
1354.0,0.204,0.528,146.0,21.109,Turning,Brass,Coated Carbide
2099.0,0.336,2.118,55.0,14.757,Turning,Brasc,wSS
1757.0,0.116,1.057,223.0,85.282,Milling,Cast Iron,Coated Carbide
2799.0,0.337,1.073,68.0,9.073,Turning,Mild Steel,HSS
1845.0,0.108,0.468,227.0,85.638,Turning,Mild Steel,HSS
1255.0,0.394,0.38,220.0,,Milling,Mild Steel,HSS
2209.0,0.344,2.988,255.0,38.299,Milling,Mild Steel,HSS
2142.0,0.358,1.99,131.0,5.344,Milling,Brass,Carbide
1284.0,0.184,1.096,264.0,,Turnkng,Mild Steel,HSS
779.0,0.49,1.635,20.0,4.756,Milling,Brass,Carbide
1893.0,,,172.0,13.614,Milling,Cast Iron,Coated Carbide
981.0,0.375,2.403,162.0,27.347,Turning,Cast Iron,Coated Carbide
1411.0,0.406,1.497,193.0,21.64,Milling,Brass,Coated Carbide
2414.0,0.446,2.712,35.0,,Milling,Mild Steel,Carbide
1545.0,0.32,1.54,154.0,20.617,Milling,Caqt Iron,Carbide
902.0,0.283,0.429,177.0,46.119,Turning,Mild Steel,HSS
862.0,0.503,0.997,63.0,4.571,Turming,Brass,HSS
,0.32,1.65,166.0,13.087,Milling,Brass,Coated Carbide
1479.0,0.414,2.002,192.0,18.495,Milling,Brass,Carbide
1374.0,0.366,2.773,188.0,,Turning,Cast Iron,HSS
2460.0,0.509,1.371,37.0,-4.349,Milling,Brass,Carbide
2333.0,0.088,0.886,206.0,101.585,Milling,Mild Steel,Carbide
2668.0,0.275,1.586,120.0,20.632,Milling,Brass,Carbide
1888.0,0.328,1.448,295.0,32.54,Turping,Mild Steel,Carbide
926.0,0.317,2.895,63.0,,Turning,Mild Steel,Coated Carbide
1589.0,0.196,0.128,212.0,43.254,Milling,Brass,Coated Carbide
1500.0,0.475,0.79,84.0,2.403,Turning,Cast Iron,Coated Carbide
747.0,0.457,2.059,,34.257,Turning,Mild Steel,Coated Carbide
1317.0,0.211,2.34,45.0,,Milling,Cast Irjn,HSS
1813.0,0.179,0.406,263.0,61.02,Turning,Mild Steel,HSS
2622.0,0.412,1.278,206.0,6.695,Turning,Mild Steel,
884.0,0.407,2.013,34.0,-3.722,Turning,Brass,Coated Carbide
2403.0,0.056,1.393,183.0,78.394,Milling,Cast Iron,Coated Carbide
3094.0,0.281,0.648,210.0,15.201,Milling,Mild Steel,Carbide
2833.0,0.219,1.58,143.0,15.944,Milling,,Carbide
537.0,0.251,2.105,67.0,45.881,Milling,Cast Iron,Carbide
2750.0,0.356,0.578,163.0,,Turning,Brass,HSS
581.0,0.18,1.356,65.0,42.301,Milling,Brass,HSS
2181.0,0.239,2.677,155.0,,Milling,Cast Iron,Carbide
457.0,0.061,0.218,199.0,336.99,Turning,Brass,Carbide
1176.0,0.119,2.69,157.0,79.54,Milling,Brass,Carbide
1250.0,0.279,1.82,231.0,,Milling,Mild Steel,HSS
1896.0,0.298,2.799,106.0,4.232,Milling,Brass,Carbide
866.0,0.324,1.068,291.0,49.82,Turning,Brass,loated Carbide
2910.0,0.072,0.518,36.0,17.883,,Mild Steel,HSS
1719.0,0.474,0.76,40.0,7.357,Turning,Cast Iron,HSS
2405.0,0.385,,256.0,9.44,Milling,Brass,Coated Carbide
758.0,0.419,2.212,294.0,71.94,Milling,Mild Steel,Carbide
1134.0,0.454,2.619,46.0,8.783,Turning,Mild Steel,Coated Carbide
819.0,0.196,2.853,87.0,39.925,Milling,Brass,HSS
542.0,,1.754,287.0,73.192,Milling,Mild Steel,Coated Carbide
1918.0,0.27,1.735,129.0,11.849,Turning,Brass,Carbide
854.0,0.291,0.365,231.0,76.286,Milling,Mild Steel,Carbide
2459.0,0.362,2.535,286.0,20.814,Turning,Mild Steel,Coated Carbide
2075.0,0.37,2.504,200.0,2.725,Milling,Brass,Coated Carbide
2099.0,0.51,2.772,69.0,10.159,Turning,Brass,Coated Carbide
2507.0,0.055,2.297,286.0,125.788,Milling,Mild Steel,Coaxed Carbide
777.0,0.3,0.708,18.0,0.983,Turning,Brass,Carbide
